route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1.101.1,1.101.H2740,1.101.11426484,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426490,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426492,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426498,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426504,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426486,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426488,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426494,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426496,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426500,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426502,"Collblanc",0,1.101.10501.1,1
1.11.1,1.11.H3546,1.11.11599680,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599686,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599690,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599696,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599702,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599706,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599746,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599752,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599756,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599762,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599768,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599772,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599778,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599788,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599794,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599798,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599804,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599810,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599678,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599682,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599684,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599688,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599692,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599694,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599698,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599700,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599704,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599708,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599710,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599712,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599714,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599716,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599718,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599720,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599722,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599724,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599726,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599728,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599730,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599732,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599734,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599736,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599738,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599740,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599742,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599744,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599748,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599750,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599754,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599758,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599760,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599764,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599766,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599770,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599774,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599776,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599780,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599782,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599784,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599786,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599790,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599792,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599796,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599800,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599802,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599806,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599808,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599812,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599814,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599816,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599818,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599820,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599822,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599824,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599826,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599828,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599830,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599832,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599834,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599836,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599838,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599840,"Can Cuiàs",0,1.11.1100.1,1
1.11.1,1.11.H3546,1.11.11599842,"Can Cuiàs",0,1.11.1100.1,1
1.5.1,1.5.H4013,1.5.11779457,"Vall d'Hebron",0,1.5.10502.1,1
1.2.1,1.2.H4048,1.2.11795379,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.3.1,1.3.H4053,1.3.11797388,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797390,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797396,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797398,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797402,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797404,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797386,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797392,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797394,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797400,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797406,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797408,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797533,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797535,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797537,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797543,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797545,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797549,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797551,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797531,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797539,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797541,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797547,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797596,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797598,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797602,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797604,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797610,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797612,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797594,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797600,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797606,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797608,"Trinitat Nova",0,1.3.300.1,1
1.104.1,1.104.H3466,1.104.11571862,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571864,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571868,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571872,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571874,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571878,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571882,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571884,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571886,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571888,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571890,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571892,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571894,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571896,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571898,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571900,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571902,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571904,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571906,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571908,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571910,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571912,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571914,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571916,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571918,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571920,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571924,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571928,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571930,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571932,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571934,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571938,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571940,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571942,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571944,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571948,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571866,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571870,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571876,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571880,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571922,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571926,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571936,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11571946,"Gorg",0,1.104.10400.1,1
1.2.1,1.2.H4050,1.2.11796212,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796214,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796216,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796218,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796220,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796224,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796226,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796230,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796238,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796123,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796125,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796127,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796131,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796137,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796141,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796143,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796145,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796149,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796155,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796159,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796161,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796163,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796202,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796206,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796208,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796210,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796222,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796228,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796232,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796234,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796236,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796240,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.4.1,1.4.H4056,1.4.11798921,"Trinitat Nova",0,1.4.400.1,1
1.3.1,1.3.H4053,1.3.11797561,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797563,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797567,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797569,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797571,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797575,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797577,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797583,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797585,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797589,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797591,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797553,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797555,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797557,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797559,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797565,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797573,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797579,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797581,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797587,"Trinitat Nova",0,1.3.300.1,1
1.2.1,1.2.H4050,1.2.11796129,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796133,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796135,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796139,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796147,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796151,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796153,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796157,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796165,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796198,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796200,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.2.1,1.2.H4050,1.2.11796204,"Badalona Pompeu Fabra",0,1.2.200.1,1
1.4.1,1.4.H4040,1.4.11790926,"Trinitat Nova",0,1.4.400.1,1
1.101.1,1.101.H2740,1.101.11426561,"Collblanc",0,1.101.10501.1,1
1.101.1,1.101.H2740,1.101.11426563,"Collblanc",0,1.101.10501.1,1
1.1.1,1.1.H4018,1.1.11781743,"Hospital de Bellvitge",1,1.1.100.2,1
1.3.1,1.3.H4055,1.3.11798208,"Zona Universitària",1,1.3.300.2,1
1.3.1,1.3.H4053,1.3.11797222,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797226,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797228,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797232,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797234,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797236,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797240,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797242,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797292,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797296,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797298,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797300,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797304,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797306,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797312,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797314,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797318,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797322,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797324,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797328,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797330,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797332,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797336,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797338,"Trinitat Nova",0,1.3.300.1,1
1.5.1,1.5.H4058,1.5.11799333,"Vall d'Hebron",0,1.5.10502.1,1
1.3.1,1.3.H4053,1.3.11797224,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797230,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797238,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797410,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797412,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797416,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797418,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797420,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797424,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797426,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797430,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797432,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797458,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797244,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797246,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797294,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797302,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797308,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797310,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797316,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797320,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797326,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797334,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797414,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797422,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797428,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797456,"Trinitat Nova",0,1.3.300.1,1
1.5.1,1.5.H4057,1.5.11799134,"Vall d'Hebron",0,1.5.10502.1,1
1.3.1,1.3.H4053,1.3.11797668,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797670,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797689,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797664,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797666,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797685,"Trinitat Nova",0,1.3.300.1,1
1.3.1,1.3.H4053,1.3.11797687,"Trinitat Nova",0,1.3.300.1,1
1.104.1,1.104.H3466,1.104.11572206,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572208,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572210,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572212,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572214,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572216,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572218,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572220,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572222,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572226,"Gorg",0,1.104.10400.1,1
1.104.1,1.104.H3466,1.104.11572228,"Gorg",0,1.104.10400.1,1
